hsa00010,Glycolysis / Gluconeogenesis
146664,MGAT5B
84892,POMGNT2
148789,B3GALNT2
84197,POMK
729920,CRPPA
2218,FKTN
79147,FKRP
10329,RXYLT1
11041,B4GAT1
9215,LARGE1
120071,LARGE2
hsa00520,Amino sugar and nucleotide sugar metabolism
27159,CHIA
1118,CHIT1
3073,HEXA
3074,HEXB
55577,NAGK
5238,PGM3
6675,UAP1
91373,UAP1L1
10020,GNE
5973,RENBP
54187,NANS
140838,NANP
80896,NPL
55907,CMAS
51706,CYB5R1
1727,CYB5R3
51700,CYB5R2
606495,CYB5RL
51167,CYB5R4
3101,HK3
3098,HK1
3099,HK2
80201,HKDC1
51005,AMDHD2
64841,GNPNAT1
10007,GNPDA1
132789,GNPDA2
9945,GFPT2
2673,GFPT1
80146,UXS1
2645,GCK
2821,GPI
5236,PGM1
55276,PGM2
7360,UGP2
7358,UGDH
2584,GALK1
2592,GALT
2582,GALE
5373,PMM2
5372,PMM1
29925,GMPPB
29926,GMPPA
2762,GMDS
4351,MPI
197258,FCSK
8790,FPGT
7264,TSTA3
hsa00524,Neomycin; kanamycin and gentamicin biosynthesis
3101,HK3
3098,HK1
3099,HK2
80201,HKDC1
2645,GCK
hsa00531,Glycosaminoglycan degradation
8692,HYAL2
3373,HYAL1
6677,SPAM1
23553,HYAL4
8372,HYAL3
2990,GUSB
3423,IDS
3425,IDUA
411,ARSB
10855,HPSE
60495,HPSE2
6448,SGSH
138050,HGSNAT
4669,NAGLU
2588,GALNS
2720,GLB1
2799,GNS
3073,HEXA
3074,HEXB
hsa00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
64131,XYLT1
64132,XYLT2
11285,B4GALT7
126792,B3GALT6
26229,B3GAT3
55790,CSGALNACT1
55454,CSGALNACT2
337876,CHSY3
22856,CHSY1
79586,CHPF
54480,CHPF2
29940,DSE
50515,CHST11
55501,CHST12
166012,CHST13
9469,CHST3
56548,CHST7
51363,CHST15
10090,UST
113189,CHST14
hsa00533,Glycosaminoglycan biosynthesis - keratan sulfate
2530,FUT8
2683,B4GALT1
8704,B4GALT2
8703,B4GALT3
10678,B3GNT2
4166,CHST6
8702,B4GALT4
93010,B3GNT7
8534,CHST1
6487,ST3GAL3
9435,CHST2
10164,CHST4
6482,ST3GAL1
6483,ST3GAL2
hsa00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin
64131,XYLT1
64132,XYLT2
11285,B4GALT7
126792,B3GALT6
26229,B3GAT3
2135,EXTL2
2137,EXTL3
2134,EXTL1
2131,EXT1
2132,EXT2
3340,NDST1
8509,NDST2
9348,NDST3
64579,NDST4
26035,GLCE
9653,HS2ST1
9394,HS6ST1
90161,HS6ST2
266722,HS6ST3
9957,HS3ST1
9956,HS3ST2
9953,HS3ST3B1
9955,HS3ST3A1
222537,HS3ST5
hsa00561,Glycerolipid metabolism
132158,GLYCTK
217,ALDH2
224,ALDH3A2
219,ALDH1B1
501,ALDH7A1
223,ALDH9A1
231,AKR1B1
57016,AKR1B10
10327,AKR1A1
26007,TKFC
2712,GK2
2710,GK
57678,GPAM
150763,GPAT2
137964,GPAT4
84803,GPAT3
10554,AGPAT1
10555,AGPAT2
56894,AGPAT3
56895,AGPAT4
55326,AGPAT5
253558,LCLAT1
154141,MBOAT1
129642,MBOAT2
8611,PLPP1
8613,PLPP3
8612,PLPP2
23175,LPIN1
64900,LPIN3
9663,LPIN2
84513,PLPP5
196051,PLPP4
8525,DGKZ
8527,DGKD
9162,DGKI
1606,DGKA
8526,DGKE
1607,DGKB
160851,DGKH
1608,DGKG
1609,DGKQ
139189,DGKK
8694,DGAT1
84649,DGAT2
346606,MOGAT3
1056,CEL
57104,PNPLA2
80339,PNPLA3
5406,PNLIP
5407,PNLIPRP1
5408,PNLIPRP2
119548,PNLIPRP3
3990,LIPC
8513,LIPF
9388,LIPG
4023,LPL
55750,AGK
11343,MGLL
116255,MOGAT1
80168,MOGAT2
2717,GLA
hsa00562,Inositol phosphate metabolism
5289,PIK3C3
4534,MTM1
8776,MTMR1
8898,MTMR2
8897,MTMR3
9110,MTMR4
55613,MTMR8
9107,MTMR6
9108,MTMR7
64419,MTMR14
5297,PI4KA
5298,PI4KB
55361,PI4K2A
55300,PI4K2B
22908,SACM1L
22876,INPP5F
23396,PIP5K1C
8394,PIP5K1A
8395,PIP5K1B
138429,PIP5KL1
4952,OCRL
3633,INPP5B
56623,INPP5E
8867,SYNJ1
8871,SYNJ2
5290,PIK3CA
5293,PIK3CD
5291,PIK3CB
5294,PIK3CG
5728,PTEN
3635,INPP5D
3636,INPPL1
5288,PIK3C2G
5286,PIK3C2A
5287,PIK3C2B
3631,INPP4A
8821,INPP4B
200576,PIKFYVE
9896,FIG4
79837,PIP4K2C
5305,PIP4K2A
8396,PIP4K2B
23236,PLCB1
5330,PLCB2
5331,PLCB3
5332,PLCB4
5333,PLCD1
113026,PLCD3
84812,PLCD4
51196,PLCE1
5335,PLCG1
5336,PLCG2
89869,PLCZ1
23007,PLCH1
9651,PLCH2
3613,IMPA2
3612,IMPA1
54928,IMPAD1
10423,CDIPT
51477,ISYNA1
3628,INPP1
51763,INPP5K
27124,INPP5J
3632,INPP5A
9562,MINPP1
3707,ITPKB
3706,ITPKA
80271,ITPKC
3705,ITPK1
253430,IPMK
64768,IPPK
55586,MIOX
4329,ALDH6A1
7167,TPI1
hsa00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
5277,PIGA
5279,PIGC
5283,PIGH
51227,PIGP
9091,PIGQ
84992,PIGY
8818,DPM2
9487,PIGL
284098,PIGW
2822,GPLD1
93183,PIGM
54965,PIGX
55650,PIGV
23556,PIGN
9488,PIGB
84720,PIGO
5281,PIGF
8733,GPAA1
10026,PIGK
94005,PIGS
51604,PIGT
128869,PIGU
80055,PGAP1
80235,PIGZ
54872,PIGG
hsa00564,Glycerophospholipid metabolism
23171,GPD1L
2819,GPD1
2820,GPD2
57678,GPAM
150763,GPAT2
137964,GPAT4
84803,GPAT3
10554,AGPAT1
10555,AGPAT2
56894,AGPAT3
56895,AGPAT4
55326,AGPAT5
253558,LCLAT1
154141,MBOAT1
129642,MBOAT2
8443,GNPAT
56985,ADPRM
8611,PLPP1
8613,PLPP3
8612,PLPP2
23175,LPIN1
64900,LPIN3
9663,LPIN2
84513,PLPP5
196051,PLPP4
8525,DGKZ
8527,DGKD
9162,DGKI
1606,DGKA
8526,DGKE
1607,DGKB
160851,DGKH
1608,DGKG
1609,DGKQ
139189,DGKK
56994,CHPT1
10390,CEPT1
5337,PLD1
5338,PLD2
23646,PLD3
122618,PLD4
3931,LCAT
8399,PLA2G10
26279,PLA2G2D
30814,PLA2G2E
50487,PLA2G3
64600,PLA2G2F
81579,PLA2G12A
84647,PLA2G12B
5319,PLA2G1B
5322,PLA2G5
5320,PLA2G2A
391013,PLA2G2C
123745,PLA2G4E
5321,PLA2G4A
8681,JMJD7-PLA2G4B
100137049,PLA2G4B
8605,PLA2G4C
283748,PLA2G4D
255189,PLA2G4F
8398,PLA2G6
151056,PLB1
11145,PLAAT3
54947,LPCAT2
79888,LPCAT1
254531,LPCAT4
10162,LPCAT3
10434,LYPLA1
23659,PLA2G15
11313,LYPLA2
10908,PNPLA6
375775,PNPLA7
56261,GPCPD1
1103,CHAT
43,ACHE
1119,CHKA
1120,CHKB
162466,PHOSPHO1
9468,PCYT1B
5130,PCYT1A
85465,SELENOI
55500,ETNK1
55224,ETNK2
5833,PCYT2
64850,ETNPPL
10400,PEMT
1040,CDS1
8760,CDS2
9791,PTDSS1
81490,PTDSS2
23761,PISD
9489,PGS1
54675,CRLS1
6901,TAZ
9926,LPGAT1
10423,CDIPT
79143,MBOAT7
hsa00565,Ether lipid metabolism
8540,AGPS
8611,PLPP1
8613,PLPP3
8612,PLPP2
85465,SELENOI
56994,CHPT1
10390,CEPT1
8399,PLA2G10
26279,PLA2G2D
30814,PLA2G2E
50487,PLA2G3
64600,PLA2G2F
81579,PLA2G12A
84647,PLA2G12B
5319,PLA2G1B
5322,PLA2G5
5320,PLA2G2A
391013,PLA2G2C
123745,PLA2G4E
5321,PLA2G4A
8681,JMJD7-PLA2G4B
100137049,PLA2G4B
8605,PLA2G4C
283748,PLA2G4D
255189,PLA2G4F
8398,PLA2G6
151056,PLB1
11145,PLAAT3
254531,LPCAT4
133121,ENPP6
5168,ENPP2
79153,GDPD3
284161,GDPD1
255043,TMEM86B
5337,PLD1
5338,PLD2
23646,PLD3
122618,PLD4
7368,UGT8
9514,GAL3ST1
54947,LPCAT2
79888,LPCAT1
5048,PAFAH1B1
5049,PAFAH1B2
5050,PAFAH1B3
7941,PLA2G7
5051,PAFAH2
hsa00590,Arachidonic acid metabolism
8399,PLA2G10
26279,PLA2G2D
30814,PLA2G2E
50487,PLA2G3
64600,PLA2G2F
81579,PLA2G12A
84647,PLA2G12B
5319,PLA2G1B
5322,PLA2G5
5320,PLA2G2A
391013,PLA2G2C
123745,PLA2G4E
5321,PLA2G4A
8681,JMJD7-PLA2G4B
100137049,PLA2G4B
8605,PLA2G4C
283748,PLA2G4D
255189,PLA2G4F
8398,PLA2G6
151056,PLB1
11145,PLAAT3
5742,PTGS1
5743,PTGS2
9536,PTGES
80142,PTGES2
10728,PTGES3
873,CBR1
874,CBR3
127281,PRXL2B
6916,TBXAS1
5730,PTGDS
27306,HPGDS
8644,AKR1C3
5740,PTGIS
240,ALOX5
4048,LTA4H
8529,CYP4F2
4051,CYP4F3
4056,LTC4S
2678,GGT1
2687,GGT5
257202,GPX6
2882,GPX7
2877,GPX2
2878,GPX3
2876,GPX1
2880,GPX5
493869,GPX8
1571,CYP2E1
1573,CYP2J2
113612,CYP2U1
1579,CYP4A11
284541,CYP4A22
1557,CYP2C19
11283,CYP4F8
239,ALOX12
242,ALOX12B
247,ALOX15B
1555,CYP2B6
1558,CYP2C8
1559,CYP2C9
2053,EPHX2
246,ALOX15
hsa00591,Linoleic acid metabolism
8399,PLA2G10
26279,PLA2G2D
30814,PLA2G2E
50487,PLA2G3
64600,PLA2G2F
81579,PLA2G12A
84647,PLA2G12B
5319,PLA2G1B
5322,PLA2G5
5320,PLA2G2A
391013,PLA2G2C
123745,PLA2G4E
5321,PLA2G4A
8681,JMJD7-PLA2G4B
100137049,PLA2G4B
8605,PLA2G4C
283748,PLA2G4D
255189,PLA2G4F
8398,PLA2G6
151056,PLB1
11145,PLAAT3
246,ALOX15
1544,CYP1A2
1558,CYP2C8
1559,CYP2C9
1557,CYP2C19
1573,CYP2J2
1571,CYP2E1
1576,CYP3A4
hsa00592,alpha-Linolenic acid metabolism
8399,PLA2G10
26279,PLA2G2D
30814,PLA2G2E
50487,PLA2G3
64600,PLA2G2F
81579,PLA2G12A
84647,PLA2G12B
5319,PLA2G1B
5322,PLA2G5
5320,PLA2G2A
391013,PLA2G2C
123745,PLA2G4E
5321,PLA2G4A
8681,JMJD7-PLA2G4B
100137049,PLA2G4B
8605,PLA2G4C
283748,PLA2G4D
255189,PLA2G4F
8398,PLA2G6
151056,PLB1
11145,PLAAT3
9415,FADS2
8310,ACOX3
51,ACOX1
30,ACAA1
hsa00600,Sphingolipid metabolism
10558,SPTLC1
9517,SPTLC2
55304,SPTLC3
2531,KDSR
29956,CERS2
204219,CERS3
253782,CERS6
10715,CERS1
79603,CERS4
91012,CERS5
427,ASAH1
56624,ASAH2
340485,ACER2
125981,ACER1
55331,ACER3
8560,DEGS1
123099,DEGS2
259230,SGMS1
166929,SGMS2
6609,SMPD1
6610,SMPD2
55512,SMPD3
55627,SMPD4
339221,ENPP7
64781,CERK
8611,PLPP1
8613,PLPP3
8612,PLPP2
81537,SGPP1
130367,SGPP2
8877,SPHK1
56848,SPHK2
8879,SGPL1
7357,UGCG
2629,GBA
57704,GBA2
9331,B4GALT6
2720,GLB1
7368,UGT8
2581,GALC
9514,GAL3ST1
410,ARSA
4758,NEU1
10825,NEU3
129807,NEU4
4759,NEU2
2717,GLA
hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series
84002,B3GNT5
8708,B3GALT1
8707,B3GALT2
10317,B3GALT5
2523,FUT1
2524,FUT2
2525,FUT3
6487,ST3GAL3
6484,ST3GAL4
28,ABO
2683,B4GALT1
8704,B4GALT2
8703,B4GALT3
8702,B4GALT4
10690,FUT9
2526,FUT4
2527,FUT5
2528,FUT6
2529,FUT7
10402,ST3GAL6
6489,ST8SIA1
53947,A4GALT
8706,B3GALNT1
10678,B3GNT2
10331,B3GNT3
79369,B3GNT4
2651,GCNT2
hsa00603,Glycosphingolipid biosynthesis - globo and isoglobo series
127550,A3GALT2
8706,B3GALNT1
26301,GBGT1
53947,A4GALT
2717,GLA
10317,B3GALT5
3073,HEXA
3074,HEXB
4668,NAGA
2523,FUT1
2524,FUT2
6482,ST3GAL1
6483,ST3GAL2
6489,ST8SIA1
10690,FUT9
hsa00604,Glycosphingolipid biosynthesis - ganglio series
2583,B4GALNT1
8705,B3GALT4
6483,ST3GAL2
6482,ST3GAL1
29906,ST8SIA5
8869,ST3GAL5
6489,ST8SIA1
9197,SLC33A1
256435,ST6GALNAC3
27090,ST6GALNAC4
81849,ST6GALNAC5
30815,ST6GALNAC6
2720,GLB1
3073,HEXA
3074,HEXB
hsa00620,Pyruvate metabolism
84532,ACSS1
55902,ACSS2
5161,PDHA2
5160,PDHA1
5162,PDHB
1737,DLAT
1738,DLD
5315,PKM
5313,PKLR
31,ACACA
32,ACACB
98,ACYP2
97,ACYP1
217,ALDH2
224,ALDH3A2
219,ALDH1B1
501,ALDH7A1
223,ALDH9A1
134526,ACOT12
160287,LDHAL6A
92483,LDHAL6B
3939,LDHA
3945,LDHB
3948,LDHC
197257,LDHD
2739,GLO1
3029,HAGH
9380,GRHPR
4200,ME2
10873,ME3
4199,ME1
5091,PC
4190,MDH1
4191,MDH2
2271,FH
5105,PCK1
5106,PCK2
39,ACAT2
38,ACAT1
hsa00630,Glyoxylate and dicarboxylate metabolism
84532,ACSS1
55902,ACSS2
4190,MDH1
4191,MDH2
1431,CS
50,ACO2
48,ACO1
39,ACAT2
38,ACAT1
84693,MCEE
5095,PCCA
5096,PCCB
4594,MMUT
51179,HAO2
54363,HAO1
847,CAT
9380,GRHPR
283871,PGP
189,AGXT
2752,GLUL
6472,SHMT2
6470,SHMT1
2731,GLDC
275,AMT
1738,DLD
2653,GCSH
81888,HYI
132158,GLYCTK
112817,HOGA1
125061,AFMID
hsa00640,Propanoate metabolism
84532,ACSS1
55902,ACSS2
79611,ACSS3
593,BCKDHA
594,BCKDHB
1629,DBT
1738,DLD
34,ACADM
3030,HADHA
1962,EHHADH
1892,ECHS1
26275,HIBCH
31,ACACA
32,ACACB
23417,MLYCD
18,ABAT
5095,PCCA
5096,PCCB
55862,ECHDC1
84693,MCEE
4594,MMUT
8802,SUCLG1
8801,SUCLG2
8803,SUCLA2
4329,ALDH6A1
160287,LDHAL6A
92483,LDHAL6B
3939,LDHA
3945,LDHB
3948,LDHC
39,ACAT2
38,ACAT1
hsa00650,Butanoate metabolism
39,ACAT2
38,ACAT1
3033,HADH
3030,HADHA
1962,EHHADH
1892,ECHS1
35,ACADS
116285,ACSM1
123876,ACSM2A
341392,ACSM4
54988,ACSM5
6296,ACSM3
348158,ACSM2B
142827,ACSM6
79944,L2HGDH
2571,GAD1
2572,GAD2
18,ABAT
7915,ALDH5A1
3157,HMGCS1
3158,HMGCS2
3155,HMGCL
54511,HMGCLL1
5019,OXCT1
64064,OXCT2
65985,AACS
622,BDH1
56898,BDH2
hsa00670,One carbon pool by folate
1719,DHFR
200895,DHFR2
25902,MTHFD1L
4522,MTHFD1
10797,MTHFD2
441024,MTHFD2L
6472,SHMT2
6470,SHMT1
2618,GART
471,ATIC
10841,FTCD
123263,MTFMT
275,AMT
4548,MTR
7298,TYMS
10840,ALDH1L1
160428,ALDH1L2
4524,MTHFR
10588,MTHFS
100528021,ST20-MTHFS
hsa00730,Thiamine metabolism
9054,NFS1
84284,NTPCR
249,ALPL
248,ALPI
250,ALPP
251,ALPG
52,ACP1
27010,TPK1
122481,AK7
205,AK4
26289,AK5
204,AK2
203,AK1
390877,Not Found
158067,AK8
79178,THTPA
hsa00740,Riboflavin metabolism
55312,RFK
54,ACP5
52,ACP1
53,ACP2
80308,FLAD1
5167,ENPP1
5169,ENPP3
645,BLVRB
hsa00750,Vitamin B6 metabolism
55163,PNPO
8566,PDXK
57026,PDXP
493911,PHOSPHO2
316,AOX1
29968,PSAT1
hsa00760,Nicotinate and nicotinamide metabolism
554235,ASPDH
23475,QPRT
93100,NAPRT
4860,PNP
54981,NMRK1
27231,NMRK2
22978,NT5C2
84618,NT5C1A
93034,NT5C1B
30833,NT5C
56953,NT5M
51251,NT5C3A
115024,NT5C3B
100526794,NT5C1B-RDH14
4907,NT5E
349565,NMNAT3
64802,NMNAT1
23057,NMNAT2
5167,ENPP1
5169,ENPP3
83594,NUDT12
55191,NADSYN1
10135,NAMPT
952,CD38
683,BST1
65220,NADK
133686,NADK2
23530,NNT
4837,NNMT
316,AOX1
hsa00770,Pantothenate and CoA biosynthesis
53354,PANK1
55229,PANK4
79646,PANK3
80025,PANK2
79717,PPCS
60490,PPCDC
5167,ENPP1
5169,ENPP3
80347,COASY
60496,AASDHPPT
8876,VNN1
8875,VNN2
55350,VNN3
587,BCAT2
586,BCAT1
1806,DPYD
1807,DPYS
51733,UPB1
339896,GADL1
hsa00780,Biotin metabolism
54995,OXSM
3141,HLCS
686,BTD
hsa00785,Lipoic acid metabolism
11019,LIAS
387787,LIPT2
51601,LIPT1
hsa00790,Folate biosynthesis
2643,GCH1
249,ALPL
248,ALPI
250,ALPP
251,ALPG
1719,DHFR
200895,DHFR2
2356,FPGS
8836,GGH
5805,PTS
6697,SPR
231,AKR1B1
57016,AKR1B10
873,CBR1
8644,AKR1C3
5860,QDPR
84105,PCBD2
5092,PCBD1
5053,PAH
7054,TH
121278,TPH2
7166,TPH1
4337,MOCS1
4338,MOCS2
10243,GPHN
55034,MOCOS
hsa00830,Retinol metabolism
53630,BCO1
124,ADH1A
125,ADH1B
126,ADH1C
131,ADH7
127,ADH4
128,ADH5
130,ADH6
9249,DHRS3
10901,DHRS4
728635,DHRS4L1
317749,DHRS4L2
10170,DHRS9
50700,RDH8
157506,RDH10
51109,RDH11
145226,RDH12
8608,RDH16
195814,SDR16C5
8630,HSD17B6
9227,LRAT
8694,DGAT1
158835,AWAT2
8228,PNPLA4
6121,RPE65
5959,RDH5
316,AOX1
8854,ALDH1A2
216,ALDH1A1
1592,CYP26A1
56603,CYP26B1
340665,CYP26C1
1543,CYP1A1
1544,CYP1A2
1548,CYP2A6
1555,CYP2B6
1558,CYP2C8
1559,CYP2C9
1562,CYP2C18
29785,CYP2S1
1576,CYP3A4
1577,CYP3A5
1551,CYP3A7
100861540,CYP3A7-CYP3A51P
1579,CYP4A11
284541,CYP4A22
10941,UGT2A1
79799,UGT2A3
7367,UGT2B17
10720,UGT2B11
54490,UGT2B28
54578,UGT1A6
54657,UGT1A4
54658,UGT1A1
54659,UGT1A3
7365,UGT2B10
54600,UGT1A9
7364,UGT2B7
54575,UGT1A10
54576,UGT1A8
54579,UGT1A5
7366,UGT2B15
54577,UGT1A7
7363,UGT2B4
574537,UGT2A2
54884,RETSAT
339761,CYP27C1
hsa00860,Porphyrin and chlorophyll metabolism
211,ALAS1
212,ALAS2
124454,EARS2
2058,EPRS
210,ALAD
3145,HMBS
7390,UROS
7389,UROD
1371,CPOX
5498,PPOX
2235,FECH
1352,COX10
1355,COX15
326625,MMAB
3162,HMOX1
3163,HMOX2
644,BLVRA
645,BLVRB
10941,UGT2A1
79799,UGT2A3
7367,UGT2B17
10720,UGT2B11
54490,UGT2B28
54578,UGT1A6
54657,UGT1A4
54658,UGT1A1
54659,UGT1A3
7365,UGT2B10
54600,UGT1A9
7364,UGT2B7
54575,UGT1A10
54576,UGT1A8
54579,UGT1A5
7366,UGT2B15
54577,UGT1A7
7363,UGT2B4
574537,UGT2A2
2990,GUSB
3052,HCCS
1356,CP
9843,HEPH
2395,FXN
hsa00900,Terpenoid backbone biosynthesis
39,ACAT2
38,ACAT1
3157,HMGCS1
3158,HMGCS2
3156,HMGCR
4598,MVK
10654,PMVK
4597,MVD
3422,IDI1
91734,IDI2
2224,FDPS
9453,GGPS1
23590,PDSS1
57107,PDSS2
79947,DHDDS
116150,NUS1
2339,FNTA
2342,FNTB
9986,RCE1
10269,ZMPSTE24
23463,ICMT
51449,PCYOX1
hsa00910,Nitrogen metabolism
2747,GLUD2
2746,GLUD1
2752,GLUL
1373,CPS1
377677,CA13
759,CA1
765,CA6
766,CA7
771,CA12
11238,CA5B
23632,CA14
768,CA9
761,CA3
763,CA5A
767,CA8
760,CA2
762,CA4
hsa00920,Sulfur metabolism
9060,PAPSS2
9061,PAPSS1
10380,BPNT1
54928,IMPAD1
6821,SUOX
58472,SQOR
23474,ETHE1
4357,MPST
7263,TST
hsa00970,Aminoacyl-tRNA biosynthesis
4553,TRNA
4573,TRNR
4570,TRNN
4555,TRND
4511,TRNC
4572,TRNQ
4556,TRNE
4563,TRNG
4564,TRNH
4565,TRNI
4568,TRNL2
4567,TRNL1
4566,TRNK
4569,TRNM
4558,TRNF
4571,TRNP
4575,TRNS2
4574,TRNS1
4576,TRNT
4578,TRNW
4579,TRNY
4577,TRNV
124454,EARS2
2058,EPRS
55278,QRSL1
5188,GATB
283459,GATC
5859,QARS
57505,AARS2
16,AARS
1615,DARS
55157,DARS2
79731,NARS2
4677,NARS
2617,GARS
80222,TARS2
6897,TARS
123283,TARSL2
54938,SARS2
6301,SARS
118672,PSTK
51091,SEPSECS
833,CARS
79587,CARS2
4141,MARS
92935,MARS2
123263,MTFMT
57176,VARS2
7407,VARS
51520,LARS
23395,LARS2
3376,IARS
55699,IARS2
3735,KARS
57038,RARS2
5917,RARS
25973,PARS2
3035,HARS
23438,HARS2
2193,FARSA
10667,FARS2
10056,FARSB
8565,YARS
51067,YARS2
10352,WARS2
7453,WARS
hsa00980,Metabolism of xenobiotics by cytochrome P450
1543,CYP1A1
1559,CYP2C9
1576,CYP3A4
1545,CYP1B1
221357,GSTA5
2939,GSTA2
2941,GSTA4
119391,GSTO2
2948,GSTM4
2953,GSTT2
2952,GSTT1
2947,GSTM3
4257,MGST1
4259,MGST3
2950,GSTP1
2944,GSTM1
2949,GSTM5
4258,MGST2
2938,GSTA1
2946,GSTM2
2940,GSTA3
9446,GSTO1
653689,GSTT2B
373156,GSTK1
27306,HPGDS
2052,EPHX1
1555,CYP2B6
6822,SULT2A1
1544,CYP1A2
1548,CYP2A6
1571,CYP2E1
1572,CYP2F1
29785,CYP2S1
1645,AKR1C1
27294,DHDH
1553,CYP2A13
1565,CYP2D6
107987478,Not Found
1564,CYP2D7
107987479,CYP2D6
3290,HSD11B1
873,CBR1
874,CBR3
10941,UGT2A1
79799,UGT2A3
7367,UGT2B17
10720,UGT2B11
54490,UGT2B28
54578,UGT1A6
54657,UGT1A4
54658,UGT1A1
54659,UGT1A3
7365,UGT2B10
54600,UGT1A9
7364,UGT2B7
54575,UGT1A10
54576,UGT1A8
54579,UGT1A5
7366,UGT2B15
54577,UGT1A7
7363,UGT2B4
574537,UGT2A2
1577,CYP3A5
8574,AKR7A2
22977,AKR7A3
221,ALDH3B1
222,ALDH3B2
220,ALDH1A3
218,ALDH3A1
124,ADH1A
125,ADH1B
126,ADH1C
131,ADH7
127,ADH4
128,ADH5
130,ADH6
hsa00982,Drug metabolism - cytochrome P450
1565,CYP2D6
107987478,Not Found
1564,CYP2D7
107987479,CYP2D6
1559,CYP2C9
1576,CYP3A4
2326,FMO1
2327,FMO2
2330,FMO5
2328,FMO3
2329,FMO4
1557,CYP2C19
1555,CYP2B6
1577,CYP3A5
221357,GSTA5
2939,GSTA2
2941,GSTA4
119391,GSTO2
2948,GSTM4
2953,GSTT2
2952,GSTT1
2947,GSTM3
4257,MGST1
4259,MGST3
2950,GSTP1
2944,GSTM1
2949,GSTM5
4258,MGST2
2938,GSTA1
2946,GSTM2
2940,GSTA3
9446,GSTO1
653689,GSTT2B
373156,GSTK1
27306,HPGDS
124,ADH1A
125,ADH1B
126,ADH1C
131,ADH7
127,ADH4
128,ADH5
130,ADH6
221,ALDH3B1
222,ALDH3B2
220,ALDH1A3
218,ALDH3A1
4129,MAOB
4128,MAOA
316,AOX1
10941,UGT2A1
79799,UGT2A3
7367,UGT2B17
10720,UGT2B11
54490,UGT2B28
54578,UGT1A6
54657,UGT1A4
54658,UGT1A1
54659,UGT1A3
7365,UGT2B10
54600,UGT1A9
7364,UGT2B7
54575,UGT1A10
54576,UGT1A8
54579,UGT1A5
7366,UGT2B15
54577,UGT1A7
7363,UGT2B4
574537,UGT2A2
1544,CYP1A2
1571,CYP2E1
1558,CYP2C8
1548,CYP2A6
hsa00983,Drug metabolism - other enzymes
3251,HPRT1
3614,IMPDH1
3615,IMPDH2
8833,GMPS
7172,TPMT
7498,XDH
3704,ITPA
1066,CES1
8824,CES2
10941,UGT2A1
79799,UGT2A3
7367,UGT2B17
10720,UGT2B11
54490,UGT2B28
54578,UGT1A6
54657,UGT1A4
54658,UGT1A1
54659,UGT1A3
7365,UGT2B10
54600,UGT1A9
7364,UGT2B7
54575,UGT1A10
54576,UGT1A8
54579,UGT1A5
7366,UGT2B15
54577,UGT1A7
7363,UGT2B4
574537,UGT2A2
2990,GUSB
1576,CYP3A4
978,CDA
1890,TYMP
1806,DPYD
1807,DPYS
51733,UPB1
1548,CYP2A6
151531,UPP2
7378,UPP1
83549,UCK1
7371,UCK2
54963,UCKL1
7084,TK2
7083,TK1
7372,UMPS
51727,CMPK1
6240,RRM1
50484,RRM2B
6241,RRM2
10201,NME6
29922,NME7
4831,NME2
4833,NME4
4830,NME1
4832,NME3
654364,NME1-NME2
1854,DUT
4353,MPO
10,NAT2
9,NAT1
1571,CYP2E1
221357,GSTA5
2939,GSTA2
2941,GSTA4
119391,GSTO2
2948,GSTM4
2953,GSTT2
2952,GSTT1
2947,GSTM3
4257,MGST1
4259,MGST3
2950,GSTP1
2944,GSTM1
2949,GSTM5
4258,MGST2
2938,GSTA1
2946,GSTM2
2940,GSTA3
9446,GSTO1
653689,GSTT2B
hsa01040,Biosynthesis of unsaturated fatty acids
64834,ELOVL1
54898,ELOVL2
83401,ELOVL3
6785,ELOVL4
60481,ELOVL5
79071,ELOVL6
79993,ELOVL7
51144,HSD17B12
201562,HACD2
9200,HACD1
401494,HACD4
51495,HACD3
9524,TECR
6319,SCD
79966,SCD5
9415,FADS2
3992,FADS1
8310,ACOX3
51,ACOX1
3295,HSD17B4
30,ACAA1
6342,SCP2
122970,ACOT4
10965,ACOT2
641371,ACOT1
11332,ACOT7
570,BAAT
hsa01100,Metabolic pathways
hsa01200,Carbon metabolism
hsa01210,2-Oxocarboxylic acid metabolism
hsa01212,Fatty acid metabolism
hsa01230,Biosynthesis of amino acids
hsa01521,EGFR tyrosine kinase inhibitor resistance
hsa01522,Endocrine resistance
hsa01523,Antifolate resistance
hsa01524,Platinum drug resistance
hsa02010,ABC transporters
1672,DEFB1
19,ABCA1
20,ABCA2
21,ABCA3
24,ABCA4
10347,ABCA7
26154,ABCA12
154664,ABCA13
23461,ABCA5
23460,ABCA6
10351,ABCA8
10350,ABCA9
10349,ABCA10
6890,TAP1
6891,TAP2
11194,ABCB8
23457,ABCB9
23456,ABCB10
5243,ABCB1
5244,ABCB4
340273,ABCB5
10058,ABCB6
22,ABCB7
8647,ABCB11
4363,ABCC1
1244,ABCC2
8714,ABCC3
10257,ABCC4
10057,ABCC5
368,ABCC6
89845,ABCC10
85320,ABCC11
94160,ABCC12
1080,CFTR
6833,ABCC8
10060,ABCC9
215,ABCD1
