mmu00010,Glycolysis / Gluconeogenesis
mmu04913,Ovarian steroidogenesis
12640,Cga
16866,Lhb
16867,Lhcgr
14683,Gnas
432530,Adcy1
210044,Adcy2
104111,Adcy3
104110,Adcy4
224129,Adcy5
11512,Adcy6
11513,Adcy7
11514,Adcy8
11515,Adcy9
18747,Prkaca
18749,Prkacb
329502,Pla2g4e
18783,Pla2g4a
211429,Pla2g4b
232889,Pla2g4c
78390,Pla2g4d
271844,Pla2g4f
26897,Acot1
171210,Acot2
171281,Acot3
217698,Acot5
171282,Acot4
11689,Alox5
665095,Cyp2j8
230459,Cyp2j13
100066,Cyp2j11
74519,Cyp2j9
13109,Cyp2j5
242546,Cyp2j12
13110,Cyp2j6
19225,Ptgs2
16334,Ins2
16333,Ins1
16337,Insr
16000,Igf1
16001,Igf1r
16835,Ldlr
20778,Scarb1
20845,Star
13070,Cyp11a1
13074,Cyp17a1
15485,Hsd17b1
15486,Hsd17b2
15490,Hsd17b7
15495,Hsd3b4
15496,Hsd3b5
15493,Hsd3b2
15492,Hsd3b1
15497,Hsd3b6
100043456,Gm10681
14308,Fshb
14309,Fshr
13075,Cyp19a1
13078,Cyp1b1
13076,Cyp1a1
12155,Bmp15
12161,Bmp6
mmu04914,Progesterone-mediated oocyte maturation
18667,Pgr
18709,Pik3r2
18708,Pik3r1
18710,Pik3r3
18706,Pik3ca
18707,Pik3cd
74769,Pik3cb
26419,Mapk8
26420,Mapk9
26414,Mapk10
26416,Mapk14
19094,Mapk11
29857,Mapk12
26415,Mapk13
14677,Gnai1
14679,Gnai3
14678,Gnai2
432530,Adcy1
210044,Adcy2
104111,Adcy3
104110,Adcy4
224129,Adcy5
11512,Adcy6
11513,Adcy7
11514,Adcy8
11515,Adcy9
18747,Prkaca
18749,Prkacb
20878,Aurka
12877,Cpeb1
208922,Cpeb3
231207,Cpeb2
67579,Cpeb4
70891,Spdya
74673,Spdye4a
241634,Spdye4c
330228,Spdye4b
12566,Cdk2
12534,Cdk1
12428,Ccna2
12427,Ccna1
17451,Mos
15519,Hsp90aa1
15516,Hsp90ab1
26395,Map2k1
26413,Mapk1
26417,Mapk3
110651,Rps6ka3
20111,Rps6ka1
20112,Rps6ka2
67071,Rps6ka6
268930,Pkmyt1
268697,Ccnb1
12442,Ccnb2
209091,Ccnb3
20868,Stk10
18817,Plk1
12530,Cdc25a
12531,Cdc25b
12532,Cdc25c
16334,Ins2
16333,Ins1
16000,Igf1
16001,Igf1r
11651,Akt1
11652,Akt2
23797,Akt3
18576,Pde3b
16653,Kras
11836,Araf
109880,Braf
110157,Raf1
12235,Bub1
17120,Mad1l1
56150,Mad2l1
71890,Mad2l2
56371,Fzr1
17222,Anapc1
99152,Anapc2
217232,Cdc27
52206,Anapc4
59008,Anapc5
69957,Cdc16
56317,Anapc7
52563,Cdc23
68999,Anapc10
66156,Anapc11
66440,Cdc26
69010,Anapc13
110033,Kif22
mmu04915,Estrogen signaling pathway
13982,Esr1
13983,Esr2
15519,Hsp90aa1
15516,Hsp90ab1
22027,Hsp90b1
14228,Fkbp4
14229,Fkbp5
15481,Hspa8
15482,Hspa1l
193740,Hspa1a
15512,Hspa2
15511,Hspa1b
17977,Ncoa1
17978,Ncoa2
17979,Ncoa3
12043,Bcl2
55960,Ebag9
107656,Krt9
16660,Krt31
16661,Krt10
16663,Krt13
16664,Krt14
16665,Krt15
16666,Krt16
16667,Krt17
16668,Krt18
16669,Krt19
16670,Krt32
16671,Krt33b
16672,Krt34
268482,Krt12
53617,Krt35
94179,Krt23
237934,Krt39
406221,Krt40
16675,Krt27
66809,Krt20
68239,Krt42
70810,Krt25
71888,Krt33a
75706,Krt24
16673,Krt36
70843,Krt28
320864,Krt26
13033,Ctsd
21784,Tff1
18667,Pgr
21802,Tgfa
19401,Rara
14281,Fos
16476,Jun
20683,Sp1
76854,Gper1
14683,Gnas
20779,Src
17390,Mmp2
17395,Mmp9
15200,Hbegf
432530,Adcy1
210044,Adcy2
104111,Adcy3
104110,Adcy4
224129,Adcy5
11512,Adcy6
11513,Adcy7
11514,Adcy8
11515,Adcy9
18747,Prkaca
18749,Prkacb
12912,Creb1
11909,Atf2
11911,Atf4
12913,Creb3
26427,Creb3l1
208647,Creb3l2
208677,Creb3l3
78284,Creb3l4
231991,Creb5
12915,Atf6b
13649,Egfr
20416,Shc1
216148,Shc2
20418,Shc3
271849,Shc4
14784,Grb2
20662,Sos1
20663,Sos2
15461,Hras
16653,Kras
18176,Nras
110157,Raf1
26395,Map2k1
26396,Map2k2
26413,Mapk1
26417,Mapk3
18706,Pik3ca
18707,Pik3cd
74769,Pik3cb
18709,Pik3r2
18708,Pik3r1
18710,Pik3r3
11651,Akt1
11652,Akt2
23797,Akt3
54393,Gabbr1
242425,Gabbr2
14677,Gnai1
14679,Gnai3
14678,Gnai2
14681,Gnao1
16519,Kcnj3
16522,Kcnj6
16524,Kcnj9
16521,Kcnj5
18976,Pomc
18390,Oprm1
18753,Prkcd
14682,Gnaq
18795,Plcb1
18797,Plcb3
18798,Plcb4
18796,Plcb2
16438,Itpr1
16439,Itpr2
16440,Itpr3
12313,Calm1
80796,Calm4
12315,Calm3
12314,Calm2
70405,Calml3
494124,Calm5
75600,Calml4
18127,Nos3
14816,Grm1
mmu04916,Melanogenesis
18976,Pomc
50518,a
17199,Mc1r
14683,Gnas
432530,Adcy1
210044,Adcy2
104111,Adcy3
104110,Adcy4
224129,Adcy5
11512,Adcy6
11513,Adcy7
11514,Adcy8
11515,Adcy9
18747,Prkaca
18749,Prkacb
12912,Creb1
12913,Creb3
26427,Creb3l1
208647,Creb3l2
208677,Creb3l3
78284,Creb3l4
12914,Crebbp
328572,Ep300
17342,Mitf
22408,Wnt1
22413,Wnt2
22414,Wnt2b
22415,Wnt3
22416,Wnt3a
22417,Wnt4
22418,Wnt5a
22419,Wnt5b
22420,Wnt6
22421,Wnt7a
22422,Wnt7b
20890,Wnt8a
22423,Wnt8b
216795,Wnt9a
22412,Wnt9b
22410,Wnt10b
22409,Wnt10a
22411,Wnt11
93735,Wnt16
14362,Fzd1
14369,Fzd7
57265,Fzd2
14365,Fzd3
14366,Fzd4
14367,Fzd5
14370,Fzd8
14368,Fzd6
93897,Fzd10
14371,Fzd9
14681,Gnao1
14682,Gnaq
13544,Dvl3
13542,Dvl1
13543,Dvl2
56637,Gsk3b
12387,Ctnnb1
21414,Tcf7
21415,Tcf7l1
21416,Tcf7l2
16842,Lef1
17311,Kitl
16590,Kit
15461,Hras
16653,Kras
18176,Nras
110157,Raf1
26395,Map2k1
26396,Map2k2
26413,Mapk1
26417,Mapk3
22173,Tyr
22178,Tyrp1
13190,Dct
13614,Edn1
13618,Ednrb
14677,Gnai1
14679,Gnai3
14678,Gnai2
18795,Plcb1
18797,Plcb3
18798,Plcb4
18796,Plcb2
12313,Calm1
80796,Calm4
12315,Calm3
12314,Calm2
70405,Calml3
494124,Calm5
75600,Calml4
108058,Camk2d
12325,Camk2g
12323,Camk2b
12322,Camk2a
18750,Prkca
18751,Prkcb
18752,Prkcg
mmu04917,Prolactin signaling pathway
19109,Prl
19116,Prlr
16452,Jak2
20416,Shc1
216148,Shc2
20418,Shc3
271849,Shc4
20779,Src
18706,Pik3ca
18707,Pik3cd
74769,Pik3cb
18709,Pik3r2
18708,Pik3r1
18710,Pik3r3
11651,Akt1
11652,Akt2
23797,Akt3
56484,Foxo3
14430,Galt
14784,Grb2
20662,Sos1
20663,Sos2
15461,Hras
16653,Kras
18176,Nras
110157,Raf1
26395,Map2k1
26396,Map2k2
26413,Mapk1
26417,Mapk3
14281,Fos
26419,Mapk8
26420,Mapk9
26414,Mapk10
26416,Mapk14
19094,Mapk11
29857,Mapk12
26415,Mapk13
12443,Ccnd1
56637,Gsk3b
12700,Cish
12703,Socs1
216233,Socs2
12702,Socs3
67296,Socs4
56468,Socs5
192157,Socs7
54607,Socs6
20846,Stat1
20848,Stat3
20850,Stat5a
20851,Stat5b
21943,Tnfsf11
21934,Tnfrsf11a
18033,Nfkb1
19697,Rela
22373,Wap
13711,Elf5
12991,Csn2
12640,Cga
16866,Lhb
16867,Lhcgr
13074,Cyp17a1
13982,Esr1
13983,Esr2
16362,Irf1
21823,Th
20526,Slc2a2
103988,Gck
12444,Ccnd2
16334,Ins2
16333,Ins1
mmu04918,Thyroid hormone synthesis
22094,Tshb
12640,Cga
22095,Tshr
14683,Gnas
432530,Adcy1
210044,Adcy2
104111,Adcy3
104110,Adcy4
224129,Adcy5
11512,Adcy6
11513,Adcy7
11514,Adcy8
11515,Adcy9
18747,Prkaca
18749,Prkacb
14682,Gnaq
18795,Plcb1
18797,Plcb3
18798,Plcb4
18796,Plcb2
18750,Prkca
18751,Prkcb
18752,Prkcg
22130,Ttf1
74044,Ttf2
18510,Pax8
12912,Creb1
11909,Atf2
11911,Atf4
12913,Creb3
26427,Creb3l1
208647,Creb3l2
208677,Creb3l3
78284,Creb3l4
231991,Creb5
12915,Atf6b
21819,Tg
14828,Hspa5
22027,Hsp90b1
12330,Canx
12304,Pdia4
11889,Asgr1
11890,Asgr2
16438,Itpr1
16439,Itpr2
16440,Itpr3
114479,Slc5a5
23985,Slc26a4
22018,Tpo
11928,Atp1a1
98660,Atp1a2
232975,Atp1a3
27222,Atp1a4
67821,Atp1b4
11931,Atp1b1
11932,Atp1b2
11933,Atp1b3
11936,Fxyd2
70337,Iyd
66811,Duoxa2
99439,Duox1
214593,Duox2
14775,Gpx1
14776,Gpx2
14778,Gpx3
14780,Gpx5
67305,Gpx7
75512,Gpx6
69590,Gpx8
14782,Gsr
11657,Alb
22139,Ttr
331535,Serpina7
14725,Lrp2
mmu04919,Thyroid hormone signaling pathway
18747,Prkaca
18749,Prkacb
16410,Itgav
16416,Itgb3
15461,Hras
16653,Kras
18176,Nras
110157,Raf1
26395,Map2k1
26396,Map2k2
26413,Mapk1
26417,Mapk3
20846,Stat1
22059,Trp53
13982,Esr1
21834,Thrb
20185,Ncor1
20466,Sin3a
15182,Hdac2
433759,Hdac1
15183,Hdac3
21833,Thra
20181,Rxra
20182,Rxrb
20183,Rxrg
14534,Kat2a
18519,Kat2b
17977,Ncoa1
17978,Ncoa2
17979,Ncoa3
12914,Crebbp
328572,Ep300
67381,Med4
329650,Med12l
59024,Med12
327987,Med13
76199,Med13l
26896,Med14
216154,Med16
234959,Med17
23989,Med24
68975,Med27
69790,Med30
19014,Med1
12443,Ccnd1
14463,Gata4
54720,Rcan1
15251,Hif1a
17869,Myc
140781,Myh7
17888,Myh6
11937,Atp2a1
53313,Atp2a3
11938,Atp2a2
18821,Pln
22417,Wnt4
12387,Ctnnb1
18128,Notch1
18129,Notch2
18131,Notch3
18132,Notch4
12159,Bmp4
18795,Plcb1
18797,Plcb3
18798,Plcb4
18796,Plcb2
18799,Plcd1
72469,Plcd3
18802,Plcd4
74055,Plce1
18803,Plcg1
234779,Plcg2
114875,Plcz1
18750,Prkca
18751,Prkcb
18752,Prkcg
20544,Slc9a1
11928,Atp1a1
98660,Atp1a2
232975,Atp1a3
27222,Atp1a4
67821,Atp1b4
11931,Atp1b1
11932,Atp1b2
11933,Atp1b3
11936,Fxyd2
20502,Slc16a2
72472,Slc16a10
20779,Src
18706,Pik3ca
18707,Pik3cd
74769,Pik3cb
18709,Pik3r2
18708,Pik3r1
18710,Pik3r3
18607,Pdpk1
11651,Akt1
11652,Akt2
23797,Akt3
56637,Gsk3b
17246,Mdm2
22084,Tsc2
19744,Rheb
56717,Mtor
210789,Tbc1d4
18640,Pfkfb2
12015,Bad
56458,Foxo1
12371,Casp9
53901,Rcan2
20525,Slc2a1
18641,Pfkl
18642,Pfkm
56421,Pfkp
58807,Slco1c1
13370,Dio1
13371,Dio2
107585,Dio3
11465,Actg1
11461,Actb
mmu04920,Adipocytokine signaling pathway
21926,Tnf
21937,Tnfrsf1a
71609,Tradd
21938,Tnfrsf1b
22030,Traf2
56717,Mtor
26419,Mapk8
26420,Mapk9
26414,Mapk10
12675,Chuk
16150,Ikbkb
16151,Ikbkg
18035,Nfkbia
18036,Nfkbib
18037,Nfkbie
18033,Nfkb1
19697,Rela
12702,Socs3
16367,Irs1
384783,Irs2
16369,Irs3
16370,Irs4
11651,Akt1
11652,Akt2
23797,Akt3
12491,Cd36
14081,Acsl1
50790,Acsl4
216739,Acsl6
74205,Acsl3
433256,Acsl5
328845,Acsbg2
94180,Acsbg1
78625,Acsbg3
18761,Prkcq
16846,Lep
16847,Lepr
16452,Jak2
20848,Stat3
18976,Pomc
105787,Prkaa1
108079,Prkaa2
19079,Prkab1
108097,Prkab2
19082,Prkag1
241113,Prkag3
108099,Prkag2
11604,Agrp
109648,Npy
19017,Ppargc1a
18534,Pck1
74551,Pck2
14377,G6pc
14378,G6pc2
68401,G6pc3
19247,Ptpn11
19013,Ppara
20181,Rxra
20182,Rxrb
20183,Rxrg
11450,Adipoq
72674,Adipor1
68465,Adipor2
20869,Stk11
207565,Camkk2
100705,Acacb
12894,Cpt1a
12895,Cpt1b
78070,Cpt1c
20525,Slc2a1
20528,Slc2a4
mmu04921,Oxytocin signaling pathway
18429,Oxt
18430,Oxtr
14682,Gnaq
15461,Hras
16653,Kras
18176,Nras
110157,Raf1
26395,Map2k1
26396,Map2k2
26413,Mapk1
26417,Mapk3
329502,Pla2g4e
18783,Pla2g4a
211429,Pla2g4b
232889,Pla2g4c
78390,Pla2g4d
271844,Pla2g4f
19225,Ptgs2
23938,Map2k5
23939,Mapk7
16476,Jun
14281,Fos
17260,Mef2c
12443,Ccnd1
13712,Elk1
20190,Ryr1
20191,Ryr2
20192,Ryr3
12494,Cd38
28240,Trpm2
16518,Kcnj2
16515,Kcnj12
16520,Kcnj4
211480,Kcnj14
18795,Plcb1
18797,Plcb3
18798,Plcb4
18796,Plcb2
18750,Prkca
18751,Prkcb
18752,Prkcg
13631,Eef2k
13629,Eef2
12288,Cacna1c
12289,Cacna1d
54652,Cacna1f
12292,Cacna1s
12295,Cacnb1
12296,Cacnb2
12297,Cacnb3
12298,Cacnb4
12293,Cacna2d1
56808,Cacna2d2
12294,Cacna2d3
319734,Cacna2d4
12299,Cacng1
12300,Cacng2
54376,Cacng3
54377,Cacng4
140723,Cacng5
54378,Cacng6
81904,Cacng7
81905,Cacng8
16438,Itpr1
16439,Itpr2
16440,Itpr3
12313,Calm1
80796,Calm4
12315,Calm3
12314,Calm2
70405,Calml3
494124,Calm5
75600,Calml4
19057,Ppp3cc
19055,Ppp3ca
19056,Ppp3cb
19058,Ppp3r1
19059,Ppp3r2
18018,Nfatc1
18019,Nfatc2
18021,Nfatc3
73181,Nfatc4
19735,Rgs2
54720,Rcan1
207565,Camkk2
105787,Prkaa1
108079,Prkaa2
19079,Prkab1
108097,Prkab2
19082,Prkag1
241113,Prkag3
108099,Prkag2
215303,Camk1g
52163,Camk1
108058,Camk2d
12325,Camk2g
12323,Camk2b
12322,Camk2a
12326,Camk4
18127,Nos3
60596,Gucy1a1
234889,Gucy1a2
239134,Gucy1b2
54195,Gucy1b1
230899,Nppa
18160,Npr1
230103,Npr2
107589,Mylk
213435,Mylk3
228785,Mylk2
238564,Mylk4
17904,Myl6
216459,Myl6b
98932,Myl9
11465,Actg1
11461,Actb
11848,Rhoa
67653,4930544G11Rik
19877,Rock1
19878,Rock2
19045,Ppp1ca
19046,Ppp1cb
19047,Ppp1cc
434233,Ppp1ccb
17931,Ppp1r12a
329251,Ppp1r12b
232807,Ppp1r12c
14683,Gnas
432530,Adcy1
210044,Adcy2
104111,Adcy3
104110,Adcy4
224129,Adcy5
11512,Adcy6
11513,Adcy7
11514,Adcy8
11515,Adcy9
18747,Prkaca
18749,Prkacb
14677,Gnai1
14679,Gnai3
14678,Gnai2
14681,Gnao1
30955,Pik3cg
320207,Pik3r5
104709,Pik3r6
20779,Src
16519,Kcnj3
16522,Kcnj6
16524,Kcnj9
16521,Kcnj5
13649,Egfr
12575,Cdkn1a
mmu04922,Glucagon signaling pathway
11651,Akt1
11652,Akt2
23797,Akt3
18576,Pde3b
14526,Gcg
14527,Gcgr
14683,Gnas
210044,Adcy2
18747,Prkaca
18749,Prkacb
12912,Creb1
11909,Atf2
11911,Atf4
12913,Creb3
26427,Creb3l1
208647,Creb3l2
208677,Creb3l3
78284,Creb3l4
231991,Creb5
104570,Ppp4r3b
245509,4932429P05Rik
245511,4930415L06Rik
68734,Ppp4r3a
56420,Ppp4c
74343,Crtc2
235344,Sik2
12914,Crebbp
328572,Ep300
19017,Ppargc1a
17691,Sik1
14682,Gnaq
18795,Plcb1
18797,Plcb3
18798,Plcb4
18796,Plcb2
16438,Itpr1
16439,Itpr2
16440,Itpr3
19057,Ppp3cc
19055,Ppp3ca
19056,Ppp3cb
19058,Ppp3r1
19059,Ppp3r2
108058,Camk2d
12325,Camk2g
12323,Camk2b
12322,Camk2a
56458,Foxo1
93759,Sirt1
19013,Ppara
15469,Prmt1
14377,G6pc
14378,G6pc2
68401,G6pc3
18534,Pck1
74551,Pck2
12894,Cpt1a
12895,Cpt1b
78070,Cpt1c
14936,Gys1
232493,Gys2
110094,Phka2
18679,Phka1
102093,Phkb
18682,Phkg1
68961,Phkg2
12313,Calm1
80796,Calm4
12315,Calm3
12314,Calm2
70405,Calml3
494124,Calm5
75600,Calml4
19309,Pygm
110078,Pygb
110095,Pygl
18639,Pfkfb1
105787,Prkaa1
108079,Prkaa2
19079,Prkab1
108097,Prkab2
19082,Prkag1
241113,Prkag3
108099,Prkag2
107476,Acaca
100705,Acacb
20525,Slc2a1
20526,Slc2a2
103988,Gck
14121,Fbp1
14120,Fbp2
18641,Pfkl
18642,Pfkm
56421,Pfkp
18648,Pgam1
56012,Pgam2
18746,Pkm
18597,Pdha1
18598,Pdha2
68263,Pdhb
16828,Ldha
16832,Ldhb
16833,Ldhc
106557,Ldhal6b
mmu04923,Regulation of lipolysis in adipocytes
22094,Tshb
12640,Cga
22095,Tshr
11554,Adrb1
11555,Adrb2
11556,Adrb3
14683,Gnas
432530,Adcy1
210044,Adcy2
104111,Adcy3
104110,Adcy4
224129,Adcy5
11512,Adcy6
11513,Adcy7
11514,Adcy8
11515,Adcy9
18747,Prkaca
18749,Prkacb
230899,Nppa
18160,Npr1
19091,Prkg1
19092,Prkg2
103968,Plin1
16890,Lipe
66853,Pnpla2
67469,Abhd5
23945,Mgll
11770,Fabp4
11832,Aqp7
16334,Ins2
16333,Ins1
16337,Insr
16367,Irs1
384783,Irs2
16369,Irs3
16370,Irs4
18706,Pik3ca
18707,Pik3cd
74769,Pik3cb
18709,Pik3r2
18708,Pik3r1
18710,Pik3r3
11651,Akt1
11652,Akt2
23797,Akt3
18576,Pde3b
225845,Plaat3
19224,Ptgs1
19225,Ptgs2
11539,Adora1
19218,Ptger3
109648,Npy
18166,Npy1r
14677,Gnai1
14679,Gnai3
14678,Gnai2
mmu04924,Renin secretion
11554,Adrb1
11555,Adrb2
11556,Adrb3
11516,Adcyap1
11517,Adcyap1r1
11826,Aqp1
19217,Ptger2
19219,Ptger4
14683,Gnas
224129,Adcy5
11512,Adcy6
18747,Prkaca
18749,Prkacb
12912,Creb1
16531,Kcnma1
18573,Pde1a
18574,Pde1b
18575,Pde1c
54611,Pde3a
18576,Pde3b
19702,Ren2
19701,Ren1
11539,Adora1
14677,Gnai1
14679,Gnai3
14678,Gnai2
109305,Orai1
23844,Clca1
229933,Clca2
99663,Clca4a
99709,Clca4b
12722,Clca3a1
229927,Clca3b
80797,Clca3a2
12288,Cacna1c
12289,Cacna1d
54652,Cacna1f
12292,Cacna1s
16518,Kcnj2
13614,Edn1
13615,Edn2
13616,Edn3
13617,Ednra
11607,Agtr1a
11608,Agtr1b
14682,Gnaq
18795,Plcb1
18797,Plcb3
18798,Plcb4
18796,Plcb2
16438,Itpr1
16439,Itpr2
16440,Itpr3
12313,Calm1
80796,Calm4
12315,Calm3
12314,Calm2
70405,Calml3
494124,Calm5
75600,Calml4
19057,Ppp3cc
19055,Ppp3ca
19056,Ppp3cb
19058,Ppp3r1
19059,Ppp3r2
60596,Gucy1a1
234889,Gucy1a2
239134,Gucy1b2
54195,Gucy1b1
230899,Nppa
18160,Npr1
19092,Prkg2
13030,Ctsb
11606,Agt
11421,Ace
217246,Ace3
mmu04925,Aldosterone synthesis and secretion
11606,Agt
11607,Agtr1a
11608,Agtr1b
14682,Gnaq
14672,Gna11
18795,Plcb1
18797,Plcb3
18798,Plcb4
18796,Plcb2
16438,Itpr1
16439,Itpr2
16440,Itpr3
18750,Prkca
18751,Prkcb
18752,Prkcg
18754,Prkce
18760,Prkd1
75292,Prkd3
101540,Prkd2
12912,Creb1
11909,Atf2
11911,Atf4
12913,Creb3
26427,Creb3l1
208647,Creb3l2
208677,Creb3l3
78284,Creb3l4
231991,Creb5
12915,Atf6b
11908,Atf1
269060,Dagla
231871,Daglb
16527,Kcnk3
223604,Kcnk9
16521,Kcnj5
11928,Atp1a1
98660,Atp1a2
232975,Atp1a3
27222,Atp1a4
67821,Atp1b4
11931,Atp1b1
11932,Atp1b2
11933,Atp1b3
12291,Cacna1g
58226,Cacna1h
239556,Cacna1i
12288,Cacna1c
12289,Cacna1d
54652,Cacna1f
12292,Cacna1s
109305,Orai1
12313,Calm1
80796,Calm4
12315,Calm3
12314,Calm2
70405,Calml3
494124,Calm5
75600,Calml4
215303,Camk1g
52163,Camk1
108058,Camk2d
12325,Camk2g
12323,Camk2b
12322,Camk2a
12326,Camk4
67972,Atp2b1
320707,Atp2b3
381290,Atp2b4
11941,Atp2b2
16890,Lipe
16835,Ldlr
20778,Scarb1
18976,Pomc
17200,Mc2r
14683,Gnas
432530,Adcy1
210044,Adcy2
104111,Adcy3
104110,Adcy4
224129,Adcy5
11512,Adcy6
11513,Adcy7
11514,Adcy8
11515,Adcy9
18747,Prkaca
18749,Prkacb
20845,Star
18227,Nr4a2
15370,Nr4a1
13070,Cyp11a1
15495,Hsd3b4
15496,Hsd3b5
15493,Hsd3b2
15492,Hsd3b1
15497,Hsd3b6
100043456,Gm10681
13079,Cyp21a1
230899,Nppa
18160,Npr1
207728,Pde2a
mmu04926,Relaxin signaling pathway
19773,Rln1
381489,Rxfp1
14681,Gnao1
14677,Gnai1
14679,Gnai3
14678,Gnai2
14683,Gnas
14688,Gnb1
14693,Gnb2
14695,Gnb3
14696,Gnb4
14697,Gnb5
14702,Gng2
14704,Gng3
14706,Gng4
14707,Gng5
14708,Gng7
14709,Gng8
14700,Gng10
66066,Gng11
14701,Gng12
100503710,Gm5741
64337,Gng13
14699,Gngt1
14710,Gngt2
224129,Adcy5
18747,Prkaca
18749,Prkacb
12912,Creb1
11909,Atf2
11911,Atf4
12913,Creb3
26427,Creb3l1
208647,Creb3l2
208677,Creb3l3
78284,Creb3l4
231991,Creb5
12915,Atf6b
22339,Vegfa
22340,Vegfb
22341,Vegfc
14205,Vegfd
18035,Nfkbia
18033,Nfkb1
19697,Rela
18126,Nos2
18706,Pik3ca
18707,Pik3cd
74769,Pik3cb
18709,Pik3r2
18708,Pik3r1
18710,Pik3r3
18762,Prkcz
110157,Raf1
26395,Map2k1
26396,Map2k2
26413,Mapk1
26417,Mapk3
17390,Mmp2
17395,Mmp9
11651,Akt1
11652,Akt2
23797,Akt3
18127,Nos3
18125,Nos1
13614,Edn1
13618,Ednrb
83995,Mmp1a
83996,Mmp1b
17386,Mmp13
21803,Tgfb1
21812,Tgfbr1
21813,Tgfbr2
17126,Smad2
11475,Acta2
12842,Col1a1
12843,Col1a2
12825,Col3a1
12826,Col4a1
12827,Col4a2
12829,Col4a4
94216,Col4a6
12830,Col4a5
12828,Col4a3
16336,Insl3
140498,Rxfp2
212108,Rln3
239336,Rxfp3
432530,Adcy1
210044,Adcy2
104111,Adcy3
104110,Adcy4
11512,Adcy6
11513,Adcy7
11514,Adcy8
11515,Adcy9
18795,Plcb1
18797,Plcb3
18798,Plcb4
18796,Plcb2
18750,Prkca
26398,Map2k4
26400,Map2k7
26416,Mapk14
19094,Mapk11
29857,Mapk12
26415,Mapk13
26419,Mapk8
26420,Mapk9
26414,Mapk10
16476,Jun
14281,Fos
15461,Hras
16653,Kras
18176,Nras
20779,Src
20416,Shc1
216148,Shc2
20418,Shc3
271849,Shc4
20662,Sos1
20663,Sos2
109689,Arrb1
216869,Arrb2
13649,Egfr
14784,Grb2
23919,Insl5
242093,Rxfp4
14676,Gna15
mmu04927,Cortisol synthesis and secretion
18976,Pomc
17200,Mc2r
77037,Mrap
14683,Gnas
432530,Adcy1
210044,Adcy2
104111,Adcy3
104110,Adcy4
224129,Adcy5
11512,Adcy6
11513,Adcy7
11514,Adcy8
11515,Adcy9
218461,Pde8b
18584,Pde8a
18747,Prkaca
18749,Prkacb
11614,Nr0b1
26423,Nr5a1
15370,Nr4a1
20683,Sp1
18514,Pbx1
12912,Creb1
11909,Atf2
11911,Atf4
12913,Creb3
26427,Creb3l1
208647,Creb3l2
208677,Creb3l3
78284,Creb3l4
231991,Creb5
12915,Atf6b
13072,Cyp11b2
110115,Cyp11b1
13074,Cyp17a1
20845,Star
320024,Nceh1
11606,Agt
11607,Agtr1a
11608,Agtr1b
14682,Gnaq
14672,Gna11
18795,Plcb1
18797,Plcb3
18798,Plcb4
18796,Plcb2
16438,Itpr1
16439,Itpr2
16440,Itpr3
16526,Kcnk2
12291,Cacna1g
58226,Cacna1h
239556,Cacna1i
12288,Cacna1c
12289,Cacna1d
54652,Cacna1f
12292,Cacna1s
109305,Orai1
16492,Kcna4
16527,Kcnk3
16835,Ldlr
20778,Scarb1
13070,Cyp11a1
15495,Hsd3b4
15496,Hsd3b5
15493,Hsd3b2
15492,Hsd3b1
15497,Hsd3b6
100043456,Gm10681
13079,Cyp21a1
mmu04928,Parathyroid hormone synthesis; secretion and action
12374,Casr
14677,Gnai1
14679,Gnai3
14678,Gnai2
432530,Adcy1
210044,Adcy2
104111,Adcy3
104110,Adcy4
224129,Adcy5
11512,Adcy6
11513,Adcy7
11514,Adcy8
11515,Adcy9
14682,Gnaq
14672,Gna11
18795,Plcb1
18797,Plcb3
18798,Plcb4
18796,Plcb2
16438,Itpr1
16439,Itpr2
16440,Itpr3
14531,Gcm1
107889,Gcm2
16658,Mafb
14462,Gata3
20683,Sp1
22337,Vdr
20181,Rxra
20182,Rxrb
20183,Rxrg
64654,Fgf23
14182,Fgfr1
16591,Kl
26413,Mapk1
26417,Mapk3
13653,Egr1
19226,Pth
19227,Pthlh
19228,Pth1r
109689,Arrb1
216869,Arrb2
11836,Araf
109880,Braf
110157,Raf1
26395,Map2k1
18750,Prkca
18751,Prkcb
18752,Prkcg
194352,Trpv5
20505,Slc34a1
20531,Slc34a2
142681,Slc34a3
26941,Slc9a3r1
14683,Gnas
18577,Pde4a
18578,Pde4b
110385,Pde4c
238871,Pde4d
18747,Prkaca
18749,Prkacb
13115,Cyp27b1
13081,Cyp24a1
17258,Mef2a
17260,Mef2c
17261,Mef2d
74499,Sost
18227,Nr4a2
17938,Naca
16478,Jund
12097,Bglap2
12095,Bglap3
12096,Bglap
16973,Lrp5
16974,Lrp6
12912,Creb1
11909,Atf2
12913,Creb3
26427,Creb3l1
208647,Creb3l2
208677,Creb3l3
78284,Creb3l4
11911,Atf4
231991,Creb5
12915,Atf6b
21943,Tnfsf11
12043,Bcl2
12575,Cdkn1a
14281,Fos
12393,Runx2
17386,Mmp13
14673,Gna12
14674,Gna13
16801,Arhgef1
213498,Arhgef11
75547,Akap13
11848,Rhoa
67653,4930544G11Rik
18806,Pld2
18805,Pld1
17387,Mmp14
17388,Mmp15
17389,Mmp16
23948,Mmp17
17391,Mmp24
240047,Mmp25
15200,Hbegf
13649,Egfr
mmu04929,GnRH secretion
280287,Kiss1
114229,Kiss1r
14682,Gnaq
14672,Gna11
